Start Date,01/01/2010,,,,,
End Date,01/01/2023,,,,,
,,,,,,
,LME COPPER    3MO ($),LME ALUMINUM  3MO ($),LME ZINC      3MO ($),LME LEAD      3MO ($),LME TIN       3MO ($),Generic 1st 'CL' Future
,LMCADS03 Comdty,LMAHDS03 Comdty,LMZSDS03 Comdty,LMPBDS03 Comdty,LMSNDS03 Comdty,CL1 Comdty
,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price
Dates,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE
26/04/2022,9860,3064.5,4183.5,2320,40543,101.7
27/04/2022,9856,3093.5,4219.5,2281.5,40000,102.02
28/04/2022,9697,3031.5,4136.5,2255,40045,105.36
29/04/2022,9769.5,3052.5,4107,2260.5,40259,104.69
02/05/2022,9769.5,3052.5,4107,2260.5,40259,105.17
03/05/2022,9410,2911,3961.5,2251,40280,102.41
04/05/2022,9473.5,2953,3965,2281.5,40616,107.81
05/05/2022,9489.5,2916,3904.5,2277,40500,108.26
06/05/2022,9414.5,2842,3772,2231,39340,109.77
09/05/2022,9237.5,2755,3615,2153.5,37119,103.09
10/05/2022,9228.5,2753.5,3597.5,2114,35527,99.76
11/05/2022,9340,2778,3668.5,2118,35772,105.71
12/05/2022,9090,2742,3530,2092,33757,106.13
13/05/2022,9159,2788,3489.5,2059,33370,110.49
16/05/2022,9238.5,2832,3563.5,2095,33866,114.2
17/05/2022,9366,2890.5,3661.5,2101.5,34065,112.4
18/05/2022,9235,2857.5,3620,2054,33019,109.59
19/05/2022,9415.5,2906.5,3714.5,2063,34230,112.21
20/05/2022,9422,2946,3707,2160,34665,113.23
23/05/2022,9548,2956,3786,2192,34614,110.29
24/05/2022,9453.5,2901.5,3790.5,2168.5,34110,109.77
25/05/2022,9373,2874,3750.5,2103.5,34066,110.33
26/05/2022,9353,2865,3735.5,2127.5,33630,114.09
27/05/2022,9459,2871.5,3843.5,2159,34106,115.07
30/05/2022,9543,2888.5,3900.5,2175,34585,115.07
31/05/2022,9447.5,2787,3913.5,2182,34670,114.67
01/06/2022,9499.5,2726,3864.5,2169,34929,115.26
02/06/2022,9499.5,2726,3864.5,2169,34929,116.87
03/06/2022,9499.5,2726,3864.5,2169,34929,118.87
06/06/2022,9745,2782.5,3873,2214.5,35608,118.5
07/06/2022,9699,2778.5,3797,2223.5,36073,119.41
08/06/2022,9730,2819,3821.5,2232.5,37100,122.11
09/06/2022,9615,2761,3762,2196,36740,121.51
10/06/2022,9447.5,2680,3692.5,2148,35265,120.67
13/06/2022,9294,2628,3613.5,2098,32895,120.93
14/06/2022,9230.5,2570,3596.5,2075.5,31093,118.93
15/06/2022,9230,2592.5,3643,2077,32444,115.31
16/06/2022,9074.5,2504.5,3577.5,2101,32000,117.59
17/06/2022,8961.5,2498,3523.5,2061.5,31184,109.56
20/06/2022,8977.5,2527,3517.5,2068.5,30800,109.56
21/06/2022,8995,2533.5,3592,2065.5,31339,110.65
22/06/2022,8773,2479.5,3536.5,2020.5,29054,106.19
23/06/2022,8409,2477.5,3491.5,1947.5,26985,104.27
24/06/2022,8381,2456,3350,1915,24590,107.62
27/06/2022,8417.5,2495.5,3318,2003.5,26991,109.57
28/06/2022,8365.5,2491,3333,1971,26800,111.76
29/06/2022,8401,2471,3360,1932.5,26774,109.78
30/06/2022,8258,2445.5,3157,1907.5,26451,105.76
01/07/2022,8048,2444,3029,1934.5,26650,108.43
04/07/2022,8006,2464,3118,1957.5,26600,108.43
05/07/2022,7670,2392,2992,1939,26000,99.5
06/07/2022,7520.5,2409.5,2998,1969,24712,98.53
07/07/2022,7822.5,2442.5,3110,1971,25984,102.73
08/07/2022,7805.5,2436.5,3099,1917.5,25364,104.79
11/07/2022,7584.5,2379.5,3042,1942,26263,104.09
12/07/2022,7354,2360,3016,1938.5,25574,95.84
13/07/2022,7325.5,2355.5,2951,1954,25364,96.3
14/07/2022,7170,2336.5,2875,1833.5,24318,95.78
15/07/2022,7190.5,2343,2915,1944,24850,97.59
18/07/2022,7426.5,2426.5,3006,1998.5,24719,102.6
19/07/2022,7277.5,2389,2948.5,1986.5,24810,104.22
20/07/2022,7378,2430,3006.5,2032.5,24691,102.26
21/07/2022,7322,2420.5,2936,2012,24841,96.35
22/07/2022,7452.5,2475.5,2992.5,2017.5,24947,94.7
25/07/2022,7479,2408.5,2985.5,2004,24630,96.7
26/07/2022,7536.5,2421.5,3039,2023,24470,94.98
27/07/2022,7637,2422.5,3054,2013,24344,97.26
28/07/2022,7762,2456,3160,1997,24353,96.42
29/07/2022,7917.5,2488.5,3308.5,2034.5,25047,98.62
01/08/2022,7819.5,2430.5,3328,2054,24900,93.89
02/08/2022,7806.5,2414.5,3312,2050,24249,94.42
03/08/2022,7677.5,2378,3277,2025,24245,90.66
04/08/2022,7727.5,2403,3450.5,2045.5,24545,88.54
05/08/2022,7870.5,2416,3488.5,2070,24455,89.01
08/08/2022,7987.5,2445.5,3445.5,2163,24300,90.76
09/08/2022,7983,2490.5,3536.5,2165.5,24426,90.5
10/08/2022,8085.5,2489.5,3608.5,2173.5,24541,91.93
11/08/2022,8173,2520.5,3686.5,2199,25385,94.34
12/08/2022,8091.5,2434.5,3589,2184,25177,92.09
15/08/2022,7980,2390,3563.5,2178,24721,89.41
16/08/2022,7979,2392,3672,2163.5,24600,86.53
17/08/2022,7924.5,2411,3513.5,2117.5,24660,88.11
18/08/2022,8031.5,2403,3472.5,2072.5,24595,90.5
19/08/2022,8078.5,2386,3487.5,2042,24795,90.77
22/08/2022,8027,2390.5,3497,2013.5,24465,90.23
23/08/2022,8120,2424,3484.5,1976,24505,93.74
24/08/2022,8034.5,2430,3513.5,1973,24280,94.89
25/08/2022,8129,2433.5,3548,1976,24310,92.52
26/08/2022,8160.5,2493.5,3565.5,1985.5,24750,93.06
29/08/2022,8160.5,2493.5,3565.5,1985.5,24750,97.01
30/08/2022,7864,2391,3482,1987.5,23652,91.64
31/08/2022,7801.5,2359,3459.5,1950,22793,89.55
01/09/2022,7597,2295,3259.5,1901,21060,86.61
02/09/2022,7633,2295.5,3135.5,1888.5,21155,86.87
05/09/2022,7653.5,2285.5,3197.5,1875.5,21625,86.87
06/09/2022,7683,2260.5,3166.5,1893,21206,86.88
07/09/2022,7622.5,2235,3123.5,1902,20851,81.94
08/09/2022,7810.5,2267.5,3127.5,1881.5,21342,83.54
09/09/2022,7856.5,2286,3167.5,1917,21165,86.79
12/09/2022,7955.5,2283,3196.5,1949,21461,87.78
13/09/2022,7868.5,2313,3227,1952.5,21380,87.31
14/09/2022,7803,2270.5,3229.5,1962.5,21177,88.48
15/09/2022,7729.5,2307.5,3186.5,1916.5,20810,85.1
16/09/2022,7762,2277,3153.5,1889,21137,85.11
19/09/2022,7753.5,2251,3140.5,1884.5,20945,85.73
20/09/2022,7758,2245.5,3128.5,1880.5,21181,84.45
21/09/2022,7690,2202.5,3098.5,1837,21170,82.94
22/09/2022,7680,2228.5,3106.5,1851.5,21650,83.49
23/09/2022,7433,2165,3008,1804,20243,78.74
26/09/2022,7341.5,2139.5,2924,1754.5,20640,76.71
27/09/2022,7353,2114,2861.5,1748.5,20680,78.5
28/09/2022,7422,2124,2853,1836.5,20728,82.15
29/09/2022,7542,2197,2929.5,1876,20523,81.23
30/09/2022,7560,2162,2968,1908,20634,79.49
03/10/2022,7508,2219.5,2960.5,1861.5,20059,83.63
04/10/2022,7718,2348,3047,1936.5,20207,86.52
05/10/2022,7679.5,2352,3044,2036.5,20290,87.76
06/10/2022,7607.5,2347,3120.5,2058.5,20161,88.45
07/10/2022,7457.5,2299,2991.5,2070.5,19425,92.64
10/10/2022,7578.5,2260,2964,1989.5,20085,91.13
11/10/2022,7596,2236,2928.5,2015.5,20260,89.35
12/10/2022,7545,2305,2908.5,2030.5,19820,87.27
13/10/2022,7573,2359.5,2901,2043.5,20100,89.11
14/10/2022,7538.5,2306,2941,2040.5,19930,85.61
17/10/2022,7562.5,2229,2866.5,2026,19645,85.46
18/10/2022,7421,2193,2863.5,2013.5,19450,82.82
19/10/2022,7386.5,2170.5,2899,1984.5,19338,85.55
20/10/2022,7560.5,2209.5,2964,1977.5,19348,85.98
21/10/2022,7624,2206,2928,1893.5,18484,85.05
24/10/2022,7556,2175,2958,1888,18450,84.58
25/10/2022,7523,2215,2905,1870,18477,85.32
26/10/2022,7792,2335,2948.5,1889.5,18682,87.91
27/10/2022,7764.5,2287.5,2942,1865,18690,89.08
28/10/2022,7550,2211.5,2821.5,1986.5,18101,87.9
31/10/2022,7450,2222,2697,1973,17631,86.53
01/11/2022,7652,2242.5,2743.5,1980.5,17970,88.37
02/11/2022,7626.5,2251,2748.5,1988.5,18010,90
03/11/2022,7561,2264,2720,1995.5,17762,88.17
04/11/2022,8099,2355.5,2874,1996.5,18872,92.61
07/11/2022,7914.5,2337,2886,2036.5,18939,91.79
08/11/2022,8115.5,2372,2931,2054,19659,88.91
09/11/2022,8104.5,2319,2853.5,2077,19817,85.83
10/11/2022,8271.5,2327,2884,2098,20324,86.47
11/11/2022,8492.5,2463.5,3024.5,2161.5,21315,88.96
14/11/2022,8375,2452.5,3131.5,2190,22029,85.87
15/11/2022,8376.5,2435,3111.5,2218,23386,86.92
16/11/2022,8293.5,2412,3053.5,2170.5,23635,85.59
17/11/2022,8110,2391,2987,2150.5,22584,81.64
18/11/2022,8076,2430,3031,2154,22664,80.08
21/11/2022,7880.5,2379,2906,2101,21159,79.73
22/11/2022,8013,2429,2914.5,2093.5,22194,80.95
23/11/2022,8005,2397,2906.5,2107.5,22028,77.94
24/11/2022,8041,2367.5,2918,2130,22238,77.94
25/11/2022,8008,2362.5,2920.5,2117,22231,76.28
28/11/2022,7959,2362.5,2937,2113.5,22354,77.24
29/11/2022,8037.5,2379.5,2934.5,2134.5,22788,78.2
30/11/2022,8239,2477.5,3037.5,2193,22921,80.55
01/12/2022,8336,2485,3079.5,2173.5,23331,81.22
02/12/2022,8450,2545.5,3079,2202.5,23255,79.98
05/12/2022,8391,2522.5,3126,2238.5,24446,76.93
06/12/2022,8421.5,2508.5,3156,2220.5,24814,74.25
07/12/2022,8456.5,2485.5,3183,2212,24306,72.01
08/12/2022,8543,2503,3236.5,2212,24625,71.46
09/12/2022,8543,2480.5,3240.5,2199.5,24290,71.02
12/12/2022,8374,2414,3269.5,2180.5,23950,73.17
13/12/2022,8497,2461,3318.5,2205.5,24644,75.39
14/12/2022,8516.5,2444,3238.5,2181,24275,77.28
15/12/2022,8293.5,2384,3160,2153,23600,76.11
16/12/2022,8266.5,2375,3018,2151.5,23535,74.29
19/12/2022,8320,2361,3012,2160,23307,75.19
20/12/2022,8354.5,2372.5,3082.5,2180,23913,76.09
21/12/2022,8393.5,2391.5,3009.5,2212.5,24060,78.29
22/12/2022,8310.5,2406,2948,2216.5,23930,77.49
23/12/2022,8349.5,2389.5,2965,2273.5,23934,79.56
26/12/2022,8349.5,2389.5,2965,2273.5,23934,79.56
27/12/2022,8349.5,2389.5,2965,2273.5,23934,79.53
28/12/2022,8443,2381,3005.5,2218,24734,78.96
29/12/2022,8418,2405,2984.5,2272.5,24915,78.4
30/12/2022,8372,2378,2972.5,2293,24808,80.26
