Start Date,01/01/2010,,,,,
End Date,01/01/2023,,,,,
,,,,,,
,LME COPPER    3MO ($),LME ALUMINUM  3MO ($),LME ZINC      3MO ($),LME LEAD      3MO ($),LME TIN       3MO ($),Generic 1st 'CL' Future
,LMCADS03 Comdty,LMAHDS03 Comdty,LMZSDS03 Comdty,LMPBDS03 Comdty,LMSNDS03 Comdty,CL1 Comdty
,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price
Dates,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE
11/12/2013,7220,1817,1965,2144,22650,97.44
12/12/2013,7226,1791,1967,2126,22500,97.5
13/12/2013,7255,1799,1978,2150,22750,96.6
16/12/2013,7290,1794.5,1992,2166,22775,97.48
17/12/2013,7278,1798,2000,2173,22775,97.22
18/12/2013,7270,1798,1991,2183,22910,97.8
19/12/2013,7200.5,1773,1989.5,2174,22850,98.77
20/12/2013,7238,1785,2040,2216,22950,99.32
23/12/2013,7241,1760,2057,2230,22915,98.91
24/12/2013,7283,1758,2075,2245.5,22910,99.22
25/12/2013,7283,1758,2075,2245.5,22910,99.22
26/12/2013,7283,1758,2075,2245.5,22910,99.55
27/12/2013,7382,1810,2089,2287,22850,100.32
30/12/2013,7375,1822,2086,2255.5,22600,99.29
31/12/2013,7360,1800.25,2055,2219,22350,98.42
01/01/2014,7360,1800.25,2055,2219,22350,98.42
02/01/2014,7393,1803,2075,2221,22075,95.44
03/01/2014,7315,1772.5,2026,2176,21500,93.96
06/01/2014,7325,1782.5,2034,2165,21725,93.43
07/01/2014,7351,1785,2042,2156.5,21800,93.67
08/01/2014,7344.5,1777,2030,2139,21995,92.33
09/01/2014,7213,1750,2010,2100,21545,91.66
10/01/2014,7302.5,1765,2032,2119,21875,92.72
13/01/2014,7329,1779.5,2064,2166,22150,91.8
14/01/2014,7280,1761,2066,2188,22250,92.59
15/01/2014,7352.5,1784,2081,2211,22400,94.17
16/01/2014,7310,1798,2074,2197,22425,93.96
17/01/2014,7340,1821.5,2079,2208,22355,94.37
20/01/2014,7314,1806.5,2076.5,2205,22315,94.37
21/01/2014,7339,1798.5,2089,2212,22165,94.99
22/01/2014,7292,1783,2084,2195,22200,96.73
23/01/2014,7206,1763,2045.5,2153,22025,97.32
24/01/2014,7180,1762,2020,2167,22025,96.64
27/01/2014,7150,1758,2011.5,2143,21825,95.72
28/01/2014,7140,1754.5,2004,2154,22125,97.41
29/01/2014,7127,1742,1993.5,2142.5,22175,97.36
30/01/2014,7095,1729,1983,2114,22025,98.23
31/01/2014,7065,1706,1972,2114,22025,97.49
03/02/2014,7038,1677,1957,2083.5,22125,96.43
04/02/2014,7041,1689,1952,2093.5,22175,97.19
05/02/2014,7039,1701,1968,2097,22075,97.38
06/02/2014,7129.5,1713,1997,2118,22110,97.84
07/02/2014,7141,1719,2022,2119,22170,99.88
10/02/2014,7095,1701,2010,2103,22200,100.06
11/02/2014,7076,1707,2002,2112,22165,99.94
12/02/2014,7155,1735,2021,2120,22475,100.37
13/02/2014,7110,1742,2024,2118,22570,100.35
14/02/2014,7150,1745.5,2042,2138,22975,100.3
17/02/2014,7172.5,1732.5,2059,2154.5,23125,100.3
18/02/2014,7195,1766,2068,2173,23150,102.43
19/02/2014,7181,1769,2060,2166,23195,103.31
20/02/2014,7155,1772,2049,2137.5,23095,102.92
21/02/2014,7155,1771,2040,2150,23140,102.2
24/02/2014,7077,1762,2041,2132,22975,102.82
25/02/2014,7061,1771,2045,2120,23300,101.83
26/02/2014,7026,1774.5,2055,2135,23575,102.59
27/02/2014,7025,1768,2063,2138,23575,102.4
28/02/2014,7010,1754,2073,2135,23540,102.59
03/03/2014,6968,1721,2069,2113,22950,104.92
04/03/2014,7049.5,1768,2120.5,2137,23305,103.33
05/03/2014,7030,1775,2116,2136.5,23250,101.45
06/03/2014,7050,1796,2110,2145,23320,101.56
07/03/2014,6782,1765,2058,2096.5,22875,102.58
10/03/2014,6649,1775.5,2040,2084,22895,101.12
11/03/2014,6475,1750.5,2003,2049.5,22870,100.03
12/03/2014,6505,1763.5,1987,2038,22950,97.99
13/03/2014,6415,1741,1982,2022.5,22925,98.2
14/03/2014,6469,1740,1980,2041,22925,98.89
17/03/2014,6480,1724.5,1966,2058,22975,98.08
18/03/2014,6483,1736,1980.25,2069.5,23160,99.7
19/03/2014,6553,1739,1980,2078,23225,100.37
20/03/2014,6430,1712,1952,2069,23000,99.43
21/03/2014,6480,1723,1952,2077,22825,99.46
24/03/2014,6473,1731,1945,2070,22925,99.6
25/03/2014,6603,1752.5,1991,2085,23200,99.19
26/03/2014,6510,1729,1970,2066,22970,100.26
27/03/2014,6561.5,1738,1972,2067,22800,101.28
28/03/2014,6670,1758,1976.5,2067,22875,101.67
31/03/2014,6645,1785,1983,2068,22800,101.58
01/04/2014,6660,1795.5,1968,2047,22950,99.74
02/04/2014,6675,1829.5,1969,2060,22950,99.62
03/04/2014,6642.5,1834,1984,2055,23190,100.29
04/04/2014,6619,1822,2004,2059,23150,101.14
07/04/2014,6675,1817,2002,2065,23225,100.44
08/04/2014,6671,1819,2027,2073,23205,102.56
09/04/2014,6617,1857.5,2022,2089,23255,103.6
10/04/2014,6655,1892,2040,2112,23400,103.4
11/04/2014,6670,1884,2027.5,2099,23375,103.74
14/04/2014,6667,1882,2053.5,2121,23425,104.05
15/04/2014,6541,1852,2045,2109,23375,103.75
16/04/2014,6619,1875,2067,2142,23450,103.76
17/04/2014,6649,1865,2060.5,2142,23405,104.3
18/04/2014,6649,1865,2060.5,2142,23405,104.3
21/04/2014,6649,1865,2060.5,2142,23405,104.37
22/04/2014,6670,1891,2081,2159,23650,102.13
23/04/2014,6670,1874.5,2059,2159,23750,101.44
24/04/2014,6753,1876,2072,2168,23750,101.94
25/04/2014,6765,1852.5,2056,2162,23625,100.6
28/04/2014,6745.5,1829,2066,2136,23600,100.84
29/04/2014,6715,1813,2055,2110,23195,101.28
30/04/2014,6642,1800,2040,2106,22950,99.74
01/05/2014,6645,1785,2021,2090,22855,99.42
02/05/2014,6719,1786,2040,2091,23095,99.76
05/05/2014,6719,1786,2040,2091,23095,99.48
06/05/2014,6720,1784,2053,2110,23170,99.5
07/05/2014,6655,1769,2030.5,2080,23105,100.77
08/05/2014,6729,1766.5,2038,2095,23225,100.26
09/05/2014,6745,1761.5,2035,2085,23150,99.99
12/05/2014,6879,1787,2079,2125.5,22975,100.59
13/05/2014,6845,1781,2063,2122,23335,101.7
14/05/2014,6920,1809,2103,2158,23400,102.37
15/05/2014,6885,1775,2059,2131,23355,101.5
16/05/2014,6860,1769.5,2065,2133,23155,102.02
19/05/2014,6925,1774,2090,2153,23400,102.61
20/05/2014,6885,1770,2080,2133.5,23070,102.44
21/05/2014,6831,1768,2067,2124,22975,104.07
22/05/2014,6875,1796,2079,2137,23190,103.74
23/05/2014,6928,1814.5,2084,2150,23300,104.35
26/05/2014,6928,1814.5,2084,2150,23300,104.35
27/05/2014,6934,1828.5,2087.5,2142,23305,104.11
28/05/2014,6944,1840,2074,2135,23400,102.72
29/05/2014,6884,1845,2068,2122,23490,103.58
30/05/2014,6845,1838,2054,2095,23220,102.71
02/06/2014,6932.5,1850,2083,2123,23375,102.47
03/06/2014,6868,1846,2088,2136,23310,102.66
04/06/2014,6785,1835,2079,2103,23225,102.64
05/06/2014,6780,1850,2088,2108.5,23245,102.48
06/06/2014,6688,1879,2104,2109,23195,102.66
09/06/2014,6670,1911,2131,2141,23295,104.41
10/06/2014,6675,1900.5,2132,2140,22865,104.35
11/06/2014,6690,1867,2125,2125,22850,104.4
12/06/2014,6620,1844,2077.5,2075,22575,106.53
13/06/2014,6655,1845,2088,2085.5,22605,106.91
16/06/2014,6691,1853,2103.5,2106,22450,106.9
17/06/2014,6705,1852,2124,2118,22550,106.36
18/06/2014,6710,1873,2136,2124,22600,105.97
19/06/2014,6725,1889,2153,2129,22600,106.43
20/06/2014,6820,1886,2177,2130,22575,107.26
23/06/2014,6885,1890,2184,2177,22550,106.17
24/06/2014,6885,1896,2174,2183,22575,106.03
25/06/2014,6915,1900,2182,2167,22500,106.5
26/06/2014,6955,1897,2190.5,2174,22425,105.84
27/06/2014,6945,1885,2185,2161,22300,105.74
30/06/2014,7015,1891,2217,2173,22545,105.37
01/07/2014,7020,1884,2185.5,2160,22800,105.34
02/07/2014,7125,1923,2248,2206.5,23025,104.48
03/07/2014,7175,1935,2239,2195.5,22900,104.06
04/07/2014,7150,1923,2237,2181,22775,104.06
07/07/2014,7125,1924,2263,2193,22675,103.53
08/07/2014,7130,1940,2282,2216,22500,103.4
09/07/2014,7125,1939,2281,2195,22280,102.29
10/07/2014,7162,1925,2271,2190,22050,102.93
11/07/2014,7156,1941,2303,2206,22100,100.83
14/07/2014,7122.5,1942,2307,2213,22160,100.91
15/07/2014,7130,1960,2299,2208,22175,99.96
16/07/2014,7078,1970,2303,2205,22100,101.2
17/07/2014,7067.5,1989,2302,2190,22125,103.19
18/07/2014,6985,1981,2294,2187,22100,103.13
21/07/2014,7025,2020,2336,2203,22200,104.59
22/07/2014,7040,2043,2362,2216.5,22100,104.42
23/07/2014,7045,2016,2365,2206.5,22225,103.12
24/07/2014,7169.5,2026,2388,2237,22390,102.07
25/07/2014,7125,1997,2393.75,2267,22475,102.09
28/07/2014,7120,2015,2410,2301,22650,101.67
29/07/2014,7082,1982,2366,2267,22900,100.97
30/07/2014,7125,2022,2380,2260,22890,100.27
31/07/2014,7115,1988,2360,2226,22850,98.17
01/08/2014,7074.5,1975,2338,2220,22450,97.88
04/08/2014,7130,2029,2393.5,2279,22400,98.29
05/08/2014,7055,2013,2383,2238,22500,97.38
06/08/2014,6970,2024,2358,2243,22280,96.92
07/08/2014,6999,2027,2329,2265,22400,97.34
08/08/2014,6995,2024,2295,2240,22400,97.65
11/08/2014,6995,2033.5,2304,2257,22400,98.08
12/08/2014,6965,2052,2330,2262,22475,97.37
13/08/2014,6885,2026,2283,2220,22400,97.59
14/08/2014,6825,1997,2275,2200.5,22445,95.58
15/08/2014,6870,2000,2272,2215,22470,97.35
18/08/2014,6905,2019,2282,2216,22425,96.41
19/08/2014,6867.5,2039,2302,2226,22400,94.48
20/08/2014,7010,2076,2356,2259,22420,96.07
21/08/2014,7015,2059,2362,2247,22200,93.96
22/08/2014,7076,2063,2352,2253.5,22125,93.65
25/08/2014,7076,2063,2352,2253.5,22125,93.35
26/08/2014,7054,2083,2358,2251.5,22005,93.86
27/08/2014,7030,2085.5,2360,2264,21735,93.88
28/08/2014,6934,2081,2343,2248.5,21750,94.55
29/08/2014,6982,2096.5,2359,2241,21875,95.96
01/09/2014,6942,2095,2357,2233,21650,95.96
02/09/2014,6968,2107,2378,2239,21515,92.88
03/09/2014,6904,2079,2365,2208,21350,95.54
04/09/2014,6930,2105,2398,2226,21500,94.45
05/09/2014,6975,2093,2394,2204,21450,93.29
08/09/2014,6990,2097,2390,2199,21375,92.66
09/09/2014,6840,2068,2304,2129,20950,92.75
10/09/2014,6870,2059,2308,2115,21010,91.67
11/09/2014,6835,2040,2265,2118,21075,92.83
12/09/2014,6838,2029,2276,2122,21275,92.27
15/09/2014,6820,1991,2249,2097.5,21100,92.92
16/09/2014,6901,2026,2280,2115.5,21195,94.88
17/09/2014,6931,1998,2262.75,2108.5,21150,94.42
18/09/2014,6842.5,1981.5,2265,2080,21250,93.07
19/09/2014,6835,1976,2275,2084,21250,92.41
22/09/2014,6720.5,1976,2240,2064.5,21150,91.52
23/09/2014,6720,1966,2255,2071,21175,91.56
24/09/2014,6742,1974,2281,2091,21275,92.8
25/09/2014,6695,1950.5,2266,2073,20750,92.53
26/09/2014,6718,1948,2266,2072,20525,93.54
29/09/2014,6742,1963,2290,2098,20400,94.57
30/09/2014,6667,1960,2288,2100,20310,91.16
01/10/2014,6680,1921,2270,2093,20345,90.73
02/10/2014,6601,1889.5,2253,2080,20350,91.01
03/10/2014,6642,1914,2266,2078,20350,89.74
06/10/2014,6710,1929,2310,2103,20480,90.34
07/10/2014,6670,1955,2321,2092,20325,88.85
08/10/2014,6637.5,1940,2320,2080,20150,87.31
09/10/2014,6702,1950,2336,2088,20200,85.77
10/10/2014,6645,1930,2314,2062.5,20200,85.82
13/10/2014,6710,1945,2336,2067.5,20150,85.74
14/10/2014,6800,1950,2348,2055,19650,81.84
15/10/2014,6641,1919,2278.5,2008.5,19610,81.78
16/10/2014,6552,1913,2220,1976.5,19250,82.7
17/10/2014,6639,1972,2249,2029,19305,82.75
20/10/2014,6560,1972,2215,2016,19355,82.71
21/10/2014,6669,1991,2210,2029,19450,82.81
22/10/2014,6630,2012,2259.5,2043,19500,80.52
23/10/2014,6694,1988,2257,2030,19425,82.09
24/10/2014,6690,1968,2257,1995.5,19475,81.01
27/10/2014,6730,1983,2255,2015,19575,81
28/10/2014,6795,1996,2256,2034,19875,81.42
29/10/2014,6815,2030,2295,2041,20125,82.2
30/10/2014,6740,2025,2300,2008,20100,81.12
31/10/2014,6695,2039,2307,2010,19680,80.54
03/11/2014,6720,2070,2301,2030,19770,78.78
04/11/2014,6648,2061.5,2251.5,2006,19575,77.19
05/11/2014,6638,2060,2220.5,1994.5,19645,78.68
06/11/2014,6660,2076,2227,2010,19970,77.91
07/11/2014,6715,2055,2245,2036,20230,78.65
10/11/2014,6665,2033.5,2243.5,2040,20050,77.4
11/11/2014,6692,2043,2268,2045,20175,77.94
12/11/2014,6680,2060,2281,2049,20125,77.18
13/11/2014,6657,2041,2251,2020,19860,74.21
14/11/2014,6705,2022,2259,2035,19750,75.82
17/11/2014,6704,2029,2257,2045,19725,75.64
18/11/2014,6631,2011,2247,2024,19600,74.61
19/11/2014,6685,2020,2254,2031,19625,74.58
20/11/2014,6665,2033,2252,2033,20290,75.58
21/11/2014,6725,2054.5,2298,2061,20575,76.51
24/11/2014,6675,2046,2292,2059.5,20400,75.78
25/11/2014,6606,2049,2271,2052,20200,74.09
26/11/2014,6571,2061,2273,2063,20275,73.69
27/11/2014,6557.5,2044,2256,2061,20250,73.69
28/11/2014,6351,2004,2215,2028,20250,66.15
01/12/2014,6449,2026,2236,2055.5,20300,69
02/12/2014,6414,1978,2212,2028,20380,66.88
03/12/2014,6380,1972,2215,2028,20450,67.38
04/12/2014,6470,1994.5,2238,2040,20405,66.81
05/12/2014,6451,1982,2237,2038,20200,65.84
08/12/2014,6405,1966,2217,2034,20455,63.05
09/12/2014,6480,1972,2220,2022,20545,63.82
10/12/2014,6415,1959,2180,2013,20250,60.94
11/12/2014,6462.5,1946.5,2196,1983,20400,59.95
12/12/2014,6490,1935,2191,1995,20400,57.81
15/12/2014,6400,1922,2171,1968,20400,55.91
16/12/2014,6365,1906.5,2140,1920,20045,55.93
17/12/2014,6368,1921.5,2140,1884,19450,56.47
18/12/2014,6315,1911,2126,1865,19100,54.11
19/12/2014,6400,1906.5,2180,1879,19175,56.52
22/12/2014,6355,1880,2165,1875,19050,55.26
23/12/2014,6330,1869,2161,1860,18395,57.12
24/12/2014,6302,1861,2154,1863,19050,55.84
25/12/2014,6302,1861,2154,1863,19050,55.84
26/12/2014,6302,1861,2154,1863,19050,54.73
29/12/2014,6290,1859,2142,1832,19250,53.61
30/12/2014,6325,1858,2186,1887,19365,54.12
31/12/2014,6300,1852.5,2178,1858,19400,53.27
01/01/2015,6300,1852.5,2178,1858,19400,53.27
02/01/2015,6255,1832,2205,1870,19645,52.69
05/01/2015,6145,1818.5,2185,1845,19495,50.04
06/01/2015,6145,1787,2175,1847,19775,47.93
07/01/2015,6115,1790,2133,1850,19700,48.65
08/01/2015,6104,1832,2160,1851,19780,48.79
09/01/2015,6090,1810,2156,1870,19550,48.36
12/01/2015,6017,1810,2138,1867,19900,46.07
13/01/2015,5860,1791.5,2081,1829.5,19525,45.89
14/01/2015,5548,1774,2035,1768,19375,48.48
15/01/2015,5630,1791,2063,1778,19355,46.25
16/01/2015,5715,1845,2097.5,1850,19375,48.69
19/01/2015,5672,1818,2078,1857,19325,48.69
20/01/2015,5690,1844,2100,1904,19450,46.39
21/01/2015,5771,1867,2140,1914,19370,47.78
22/01/2015,5665,1866,2141,1890,19505,46.31
23/01/2015,5519.5,1831,2093,1845.5,19475,45.59
26/01/2015,5580,1879,2134,1870,19595,45.15
27/01/2015,5421,1855,2105,1869.5,19305,46.23
28/01/2015,5484,1850,2118,1888.5,19245,44.45
29/01/2015,5395,1819,2090,1860,19175,44.53
30/01/2015,5495,1864,2125,1859.5,19025,48.24
02/02/2015,5500,1873,2128,1850,18855,49.57
03/02/2015,5690,1891,2155,1850,19025,53.05
04/02/2015,5705,1878,2140,1868,19000,48.45
05/02/2015,5720,1885,2144.5,1848,18960,50.48
06/02/2015,5650,1871,2163,1853,18500,51.69
09/02/2015,5673,1876,2160,1851,18500,52.86
10/02/2015,5595,1836,2115,1832,18200,50.02
11/02/2015,5600,1822,2118,1801,17650,48.84
12/02/2015,5740,1841.5,2146,1834,18000,51.21
13/02/2015,5735,1836.5,2151,1849.5,18275,52.78
16/02/2015,5749,1825,2150.5,1835.5,18125,52.78
17/02/2015,5649.5,1818,2103,1792,18050,53.53
18/02/2015,5745,1819,2088,1813,18075,52.14
19/02/2015,5750,1818,2077,1800,18175,51.16
20/02/2015,5693,1793,2047,1772,17900,50.34
23/02/2015,5672,1791,2046,1764.5,17975,49.45
24/02/2015,5785,1810,2075,1775.5,18100,49.28
25/02/2015,5775,1794,2058,1750,18125,50.99
26/02/2015,5888,1806,2071,1760,18100,48.17
27/02/2015,5895,1815,2065,1728,17950,49.76
02/03/2015,5905.5,1801,2058,1748,17800,49.59
03/03/2015,5822,1792,2031,1748,17850,50.52
04/03/2015,5840,1800,2030,1774.5,17800,51.53
05/03/2015,5835,1802,2020,1820,18140,50.76
06/03/2015,5745,1782,2020,1819,18100,49.61
09/03/2015,5872,1780,2042,1838,18200,50
10/03/2015,5765,1762,2021,1812,17800,48.29
11/03/2015,5730,1745,1996,1808,17430,48.17
12/03/2015,5844,1748,2008,1817,17225,47.05
13/03/2015,5858.5,1772,2011,1777,17310,44.84
16/03/2015,5847.5,1770.5,2005,1749.5,17545,43.88
17/03/2015,5785,1786,2015.5,1723,17350,43.46
18/03/2015,5670,1763,1988,1687,16850,44.66
19/03/2015,5853,1780,2020.5,1711,16975,43.96
20/03/2015,6045,1796,2063,1782,17305,45.72
23/03/2015,6120,1798,2086,1837,17650,47.45
24/03/2015,6145,1791,2086,1850,17550,47.51
25/03/2015,6125,1775,2081,1846,17395,49.21
26/03/2015,6174,1789,2090.5,1853,17155,51.43
27/03/2015,6055,1782,2082,1825.5,17205,48.87
30/03/2015,6082,1797.5,2109,1825,17050,48.68
31/03/2015,6041,1785,2081,1820,16605,47.6
01/04/2015,6045,1778,2103,1854,16575,50.09
02/04/2015,5980,1782,2129,1880,16795,49.14
03/04/2015,5980,1782,2129,1880,16795,49.14
06/04/2015,5980,1782,2129,1880,16795,52.14
07/04/2015,6065,1784,2148.5,1906,16750,53.98
08/04/2015,6010,1771,2159,1923,16700,50.42
09/04/2015,5995,1762.5,2177,1962,16600,50.79
10/04/2015,6039,1765,2210,1996.5,16700,51.64
13/04/2015,5990,1765,2208,1990.5,16100,51.91
14/04/2015,5945,1789,2194,1979,16275,53.29
15/04/2015,5955,1812,2203,2000,15850,56.39
16/04/2015,6060,1820,2228.5,2045,14995,56.71
17/04/2015,6060,1815,2213,2032,14850,55.74
20/04/2015,5980,1810,2178,2019,14550,56.38
21/04/2015,5945,1816,2207,2037,15525,55.26
22/04/2015,5911,1806,2235,2048,15555,56.16
23/04/2015,5940,1777.5,2222.5,2029.5,15475,57.74
24/04/2015,6030,1822.5,2245,2064,15825,57.15
27/04/2015,6065,1837,2300,2100,16250,56.99
28/04/2015,6118,1874,2295,2079,15725,57.06
29/04/2015,6145,1883,2298.5,2088,15750,58.58
30/04/2015,6335,1925,2345,2110,16025,59.63
01/05/2015,6400,1910,2344,2112,16000,59.15
04/05/2015,6400,1910,2344,2112,16000,58.93
05/05/2015,6480,1978,2400.5,2157,16105,60.4
06/05/2015,6390,1921,2369,2083,16200,60.93
07/05/2015,6400,1883,2378,2077,15975,58.94
08/05/2015,6387.5,1889,2355,2040,15900,59.39
11/05/2015,6365,1879,2305,2010,15800,59.25
12/05/2015,6440,1895.5,2356,2055,15900,60.75
13/05/2015,6405,1882,2335,2023.5,15700,60.5
14/05/2015,6401,1868,2310,1971,15850,59.88
15/05/2015,6415,1853,2291,1977,15775,59.69
18/05/2015,6380,1821,2281,1966,15900,59.43
19/05/2015,6220,1789,2228,1936,16000,57.26
20/05/2015,6220,1783.5,2200,1930,16050,58.98
21/05/2015,6252,1773,2190,1972,15800,60.72
22/05/2015,6161.5,1768,2178,1947,15775,59.72
25/05/2015,6161.5,1768,2178,1947,15775,59.72
26/05/2015,6106.5,1752,2177,1936,15400,58.03
27/05/2015,6080.5,1738,2186,1949,15600,57.51
28/05/2015,6095,1776.5,2228,1990,15440,57.68
29/05/2015,6015,1740,2188,1950,15600,60.3
01/06/2015,6024,1762,2155,1931,15370,60.2
02/06/2015,6040,1740.5,2158,1928,15530,61.26
03/06/2015,6011,1752,2172,1952,15600,59.64
04/06/2015,5915,1743,2142,1926,15450,58
05/06/2015,5937,1750,2130,1901.5,15300,59.13
08/06/2015,5948,1750,2139,1910,15440,58.14
09/06/2015,5965,1750,2160,1930,15250,60.14
10/06/2015,6030,1759,2136,1923,15375,61.43
11/06/2015,5880,1750,2119,1865,14900,60.77
12/06/2015,5912,1739,2123,1862,14750,59.96
15/06/2015,5815,1717,2105,1822.5,14800,59.52
16/06/2015,5750,1707,2092,1798,14700,59.97
17/06/2015,5745,1704.5,2077.5,1803,14750,59.92
18/06/2015,5755,1701,2067,1807,15365,60.45
19/06/2015,5659,1691.5,2045.5,1785,15395,59.61
22/06/2015,5654,1709,2033,1763,15350,59.68
23/06/2015,5780,1725,2055,1796,15370,61.01
24/06/2015,5739,1716,2044,1787,15175,60.27
25/06/2015,5770,1723,2036,1792,14880,59.7
26/06/2015,5755,1704,2030,1780,14895,59.63
29/06/2015,5790,1701,2019,1784,14425,58.33
30/06/2015,5765,1691,2000,1760,13920,59.47
01/07/2015,5775,1727,2045,1784,14545,56.96
02/07/2015,5795,1724,2021.5,1792,14400,56.93
03/07/2015,5759,1710,2019,1769,14350,56.93
06/07/2015,5590,1695,2014,1766,14300,52.53
07/07/2015,5339.5,1674,1930,1722,13850,52.33
08/07/2015,5520,1671,1983,1786,14195,51.65
09/07/2015,5630,1700,2009,1815,14295,52.78
10/07/2015,5590,1699,2011,1792,14250,52.74
13/07/2015,5591,1713,2053,1844,14625,52.2
14/07/2015,5565,1707,2054,1840,14750,53.04
15/07/2015,5531,1718,2077.5,1868,14670,51.41
16/07/2015,5560,1716,2072,1838,15100,50.91
17/07/2015,5480,1697,2066,1844,15780,50.89
20/07/2015,5480,1689,2053,1814,15550,50.15
21/07/2015,5455,1661,2035,1790,15350,50.36
22/07/2015,5361,1659,2000,1773,14800,49.19
23/07/2015,5272.5,1636,1981,1732,14950,48.45
24/07/2015,5263,1642.5,1952,1719,15405,48.14
27/07/2015,5188,1639,1933,1697,15695,47.39
28/07/2015,5297.5,1655,1980,1722.5,16150,47.98
29/07/2015,5328,1662.5,1966,1727,16200,48.79
30/07/2015,5260,1643,1951,1713,16175,48.52
31/07/2015,5230,1618,1916,1702,16300,47.12
03/08/2015,5220,1612,1905,1700,16005,45.17
04/08/2015,5235,1617,1918,1737,15780,45.74
05/08/2015,5178,1595,1893,1726,15500,45.15
06/08/2015,5185,1592.5,1867,1705,15500,44.66
07/08/2015,5173,1589,1861,1729,15300,43.87
10/08/2015,5309,1618.5,1881,1758.5,15775,44.96
11/08/2015,5125,1587,1806,1720.5,15300,43.08
12/08/2015,5189.5,1589,1829,1741,15125,43.3
13/08/2015,5185,1574,1830,1741.5,15000,42.23
14/08/2015,5165,1580.5,1829,1750,15450,42.5
17/08/2015,5115,1568,1815,1728.5,15475,41.87
18/08/2015,5035,1554,1763,1691,15145,42.62
19/08/2015,4995,1556.5,1785,1692,15350,40.8
20/08/2015,5119,1575,1816,1716,15225,41.14
21/08/2015,5055,1548,1766,1702,14900,40.45
24/08/2015,4951,1521,1707,1658.5,14055,38.24
25/08/2015,5065,1557,1738,1680,14250,39.31
26/08/2015,4935,1531.5,1690.5,1648,13945,38.6
27/08/2015,5140,1560,1752,1678,13890,42.56
28/08/2015,5135,1603,1809.5,1732,14200,45.22
31/08/2015,5135,1603,1809.5,1732,14200,49.2
01/09/2015,5069,1603,1810,1730,14680,45.41
02/09/2015,5120,1600,1818.5,1715,15225,46.25
03/09/2015,5246,1630,1811,1718,15200,46.75
04/09/2015,5120,1608,1785,1665,15040,46.05
07/09/2015,5148,1600.5,1772,1668,14925,46.05
08/09/2015,5345,1631,1813,1691,14855,45.94
09/09/2015,5365,1630,1818,1717,14925,44.15
10/09/2015,5398,1637.5,1814,1730,15375,45.92
11/09/2015,5370,1640,1813,1706.5,15530,44.63
14/09/2015,5309,1621,1752,1675,15600,44
15/09/2015,5347,1613.5,1738,1687,15575,44.59
16/09/2015,5379,1626.5,1751,1734,15675,47.15
17/09/2015,5390,1632,1736,1722,15500,46.9
18/09/2015,5254,1624,1688,1683.5,15175,44.68
21/09/2015,5269,1616,1657,1706,15145,46.68
22/09/2015,5078,1589,1628,1683.5,14800,45.83
23/09/2015,5057,1577,1651,1698,14925,44.48
24/09/2015,5051,1579,1677,1697,15200,44.91
25/09/2015,5023,1567,1632,1665,15100,45.7
28/09/2015,4965,1551,1629.5,1657,15650,44.43
29/09/2015,4970,1564,1656,1657,15550,45.23
30/09/2015,5160,1577,1688.5,1672,15525,45.09
01/10/2015,5095,1566,1687.5,1649,15430,44.74
02/10/2015,5100,1558,1685,1643,15575,45.54
05/10/2015,5177,1564.5,1666,1625,15600,46.26
06/10/2015,5185,1553,1657,1628.5,15700,48.53
07/10/2015,5187,1577,1693,1674,16050,47.81
08/10/2015,5135,1561,1667,1673,15900,49.43
09/10/2015,5295,1613,1836,1780,16150,49.63
12/10/2015,5315,1594,1843,1809,15890,47.1
13/10/2015,5273,1594,1820,1777,15900,46.66
14/10/2015,5299,1593,1817,1793,16100,46.64
15/10/2015,5308,1574,1827,1795,16005,46.38
16/10/2015,5285,1572.5,1801,1811.5,15925,47.26
19/10/2015,5206,1549.5,1794,1791,15950,45.89
20/10/2015,5201,1545,1768,1781,15925,45.55
21/10/2015,5175,1515,1730,1739,15925,45.2
22/10/2015,5232.5,1490,1750,1761,15855,45.38
23/10/2015,5176,1496,1755,1754,15750,44.6
26/10/2015,5191,1479,1740,1756,15500,43.98
27/10/2015,5220,1476,1740,1749,15405,43.2
28/10/2015,5204,1483,1737,1744,15200,45.94
29/10/2015,5130,1470,1703,1712,15005,46.06
30/10/2015,5112,1478.5,1710,1695,14995,46.59
02/11/2015,5125,1493,1684,1698,14850,46.14
03/11/2015,5125,1501,1694,1686,14850,47.9
04/11/2015,5134,1504,1682,1680,14875,46.32
05/11/2015,5011,1507,1664,1655,14650,45.2
06/11/2015,4987,1523,1660.5,1661.5,14640,44.29
09/11/2015,4964,1512,1644,1659,14575,43.87
10/11/2015,4925.5,1508,1607,1634,14725,44.21
11/11/2015,4943,1518,1623,1620,14825,42.93
12/11/2015,4823.5,1492,1615,1617,14620,41.75
13/11/2015,4825,1491,1622,1611,14750,40.74
16/11/2015,4690,1467,1587,1596.5,14700,41.74
17/11/2015,4684,1474,1548,1595,14700,40.67
18/11/2015,4611,1472,1517,1590,14600,40.75
19/11/2015,4630.5,1466,1531,1586,14650,40.54
20/11/2015,4580,1447,1566,1594,14645,40.39
23/11/2015,4490,1435.5,1546,1575,14355,41.75
